date,fund,asset_class,currency,type,amount,local_amount
2023-07-09,지리 미드캡 12호,사모벤처,USD,집행,32,2.6
2023-07-10,설악 바이아웃 1호,사모벤처,USD,분배,4,0.3
2023-07-11,동해 신재생 12호,인프라,KRW,집행,6,6
2023-07-11,한강 그로스 14호,사모벤처,USD,집행,6,0.5
2023-07-12,한라 메자닌 11호,사모벤처,KRW,분배,11,11
2023-07-14,남산 오피스 12호,부동산,USD,집행,11,0.9
2023-07-17,송도 리츠 11호,부동산,USD,집행,13,1.0
2023-07-20,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,6,0.5
2023-07-21,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,12,12
2023-07-21,한강 그로스 21호,사모벤처,EUR,집행,12,0.9
2023-07-22,태백 세컨더리 16호,사모벤처,KRW,집행,7,7
2023-07-24,영남 교통 10호,인프라,KRW,집행,6,6
2023-08-03,판교 코어플러스 14호,부동산,USD,집행,32,2.6
2023-08-04,태백 세컨더리 9호,사모벤처,KRW,집행,11,11
2023-08-08,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,10,10
2023-08-12,호남 데이터센터 11호,인프라,KRW,집행,6,6
2023-08-14,영남 교통 6호,인프라,USD,분배,3,0.2
2023-08-14,남산 오피스 12호,부동산,USD,집행,12,1.0
2023-08-16,설악 바이아웃 8호,사모벤처,EUR,분배,13,0.9
2023-08-16,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2023-08-17,해운대 물류 9호,부동산,KRW,분배,3,3
2023-08-17,태백 세컨더리 23호,사모벤처,EUR,약정,430,30.5
2023-08-17,한강 그로스 14호,사모벤처,USD,집행,7,0.6
2023-08-19,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,5,5
2023-08-19,한강 그로스 7호,사모벤처,KRW,분배,18,18
2023-08-19,설악 바이아웃 22호,사모벤처,USD,집행,20,1.6
2023-08-20,한라 메자닌 11호,사모벤처,KRW,분배,24,24
2023-08-20,송도 리츠 11호,부동산,USD,집행,8,0.7
2023-08-21,해운대 물류 1호,부동산,KRW,분배,3,3
2023-08-22,서해 에너지 9호,인프라,KRW,집행,11,11
2023-08-22,호남 데이터센터 7호,인프라,USD,집행,6,0.5
2023-08-23,한라 메자닌 18호,사모벤처,USD,집행,7,0.6
2023-08-24,백두 벤처 17호,사모벤처,KRW,집행,22,22
2023-08-27,백두 벤처 10호,사모벤처,KRW,분배,22,22
2023-09-03,설악 바이아웃 15호,사모벤처,USD,집행,19,1.5
2023-09-04,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2023-09-05,태백 세컨더리 23호,사모벤처,EUR,집행,13,0.9
2023-09-07,해운대 물류 13호,부동산,EUR,집행,27,1.9
2023-09-08,서해 에너지 1호,인프라,EUR,분배,4,0.3
2023-09-08,설악 바이아웃 22호,사모벤처,USD,집행,11,0.9
2023-09-08,호남 데이터센터 7호,인프라,USD,집행,5,0.4
2023-09-11,백두 벤처 3호,사모벤처,KRW,분배,5,5
2023-09-11,한강 그로스 14호,사모벤처,USD,집행,7,0.6
2023-09-12,송도 리츠 15호,부동산,KRW,약정,130,130
2023-09-12,한강 그로스 21호,사모벤처,EUR,집행,12,0.9
2023-09-14,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,10,10
2023-09-15,백두 벤처 24호,사모벤처,USD,약정,400,32.2
2023-09-16,동해 신재생 12호,인프라,KRW,집행,7,7
2023-09-17,지리 미드캡 12호,사모벤처,USD,집행,14,1.1
2023-09-20,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,8,8
2023-09-20,영남 교통 6호,인프라,USD,집행,7,0.6
2023-09-22,동해 신재생 8호,인프라,KRW,집행,12,12
2023-09-23,지리 미드캡 19호,사모벤처,KRW,집행,30,30
2023-09-24,판교 코어플러스 14호,부동산,USD,집행,10,0.8
2023-09-26,송도 리츠 11호,부동산,USD,집행,6,0.5
2023-09-27,해운대 물류 1호,부동산,KRW,분배,3,3
2023-10-04,설악 바이아웃 22호,사모벤처,USD,집행,7,0.6
2023-10-06,영남 교통 6호,인프라,USD,분배,6,0.5
2023-10-07,서해 에너지 1호,인프라,EUR,분배,3,0.2
2023-10-07,송도 리츠 11호,부동산,USD,집행,8,0.6
2023-10-09,해운대 물류 1호,부동산,KRW,분배,4,4
2023-10-09,백두 벤처 24호,사모벤처,USD,집행,7,0.6
2023-10-09,태백 세컨더리 9호,사모벤처,KRW,집행,5,5
2023-10-10,한라 메자닌 18호,사모벤처,USD,집행,14,1.1
2023-10-11,설악 바이아웃 15호,사모벤처,USD,집행,5,0.4
2023-10-15,한강 그로스 21호,사모벤처,EUR,집행,15,1.1
2023-10-16,지리 미드캡 12호,사모벤처,USD,집행,5,0.4
2023-10-18,태백 세컨더리 16호,사모벤처,KRW,집행,22,22
2023-10-18,판교 코어플러스 14호,부동산,USD,집행,7,0.6
2023-10-18,한강 그로스 14호,사모벤처,USD,집행,5,0.4
2023-10-19,백두 벤처 10호,사모벤처,KRW,분배,12,12
2023-10-19,영남 교통 10호,인프라,KRW,집행,6,6
2023-10-20,지리 미드캡 5호,사모벤처,KRW,분배,7,7
2023-10-20,태백 세컨더리 23호,사모벤처,EUR,집행,10,0.7
2023-10-20,해운대 물류 13호,부동산,EUR,집행,10,0.7
2023-10-23,한라 메자닌 11호,사모벤처,KRW,집행,7,7
2023-10-24,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2023-10-25,서해 에너지 9호,인프라,KRW,분배,5,5
2023-10-27,호남 데이터센터 11호,인프라,KRW,집행,13,13
2023-11-03,남산 오피스 12호,부동산,USD,집행,32,2.5
2023-11-03,송도 리츠 15호,부동산,KRW,집행,11,11
2023-11-03,한강 그로스 21호,사모벤처,EUR,집행,11,0.8
2023-11-08,판교 코어플러스 10호,부동산,KRW,분배,3,3
2023-11-08,설악 바이아웃 22호,사모벤처,USD,집행,9,0.7
2023-11-09,지리 미드캡 19호,사모벤처,KRW,집행,18,18
2023-11-11,태백 세컨더리 9호,사모벤처,KRW,분배,15,15
2023-11-11,서해 에너지 9호,인프라,KRW,집행,11,11
2023-11-12,지리 미드캡 12호,사모벤처,USD,분배,9,0.7
2023-11-13,백두 벤처 10호,사모벤처,KRW,분배,15,15
2023-11-13,판교 코어플러스 14호,부동산,USD,집행,9,0.7
2023-11-13,해운대 물류 13호,부동산,EUR,집행,7,0.5
2023-11-14,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,15,15
2023-11-16,한라 메자닌 11호,사모벤처,KRW,집행,5,5
2023-11-17,호남 데이터센터 11호,인프라,KRW,집행,9,9
2023-11-21,서해 에너지 13호,인프라,KRW,약정,270,270
2023-11-21,태백 세컨더리 23호,사모벤처,EUR,집행,12,0.8
2023-11-22,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,25,25
2023-11-24,백두 벤처 17호,사모벤처,KRW,집행,27,27
2023-11-25,한라 메자닌 18호,사모벤처,USD,집행,10,0.8
2023-11-26,해운대 물류 1호,부동산,KRW,분배,4,4
2023-11-27,백두 벤처 24호,사모벤처,USD,집행,9,0.7
2023-12-03,지리 미드캡 19호,사모벤처,KRW,집행,7,7
2023-12-03,한라 메자닌 11호,사모벤처,KRW,집행,5,5
2023-12-04,영남 교통 14호,인프라,EUR,약정,270,19.0
2023-12-06,지리 미드캡 12호,사모벤처,USD,분배,13,1.0
2023-12-06,남산 오피스 12호,부동산,USD,집행,15,1.2
2023-12-06,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,20,1.6
2023-12-07,남산 오피스 8호,부동산,EUR,분배,4,0.3
2023-12-07,영남 교통 6호,인프라,USD,분배,6,0.5
2023-12-07,백두 벤처 17호,사모벤처,KRW,집행,7,7
2023-12-08,송도 리츠 11호,부동산,USD,집행,10,0.8
2023-12-10,백두 벤처 10호,사모벤처,KRW,분배,8,8
2023-12-10,해운대 물류 13호,부동산,EUR,집행,7,0.5
2023-12-11,남산 오피스 4호,부동산,KRW,분배,3,3
2023-12-12,판교 코어플러스 14호,부동산,USD,집행,10,0.8
2023-12-15,한강 그로스 21호,사모벤처,EUR,집행,15,1.1
2023-12-16,해운대 물류 9호,부동산,KRW,분배,4,4
2023-12-18,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,10,10
2023-12-20,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,7,7
2023-12-23,한라 메자닌 11호,사모벤처,KRW,분배,17,17
2023-12-26,태백 세컨더리 16호,사모벤처,KRW,집행,16,16
2023-12-27,지리 미드캡 5호,사모벤처,KRW,분배,16,16
2023-12-27,백두 벤처 24호,사모벤처,USD,집행,9,0.7
2024-01-03,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,6,0.5
2024-01-03,해운대 물류 13호,부동산,EUR,집행,9,0.6
2024-01-04,설악 바이아웃 15호,사모벤처,USD,집행,14,1.1
2024-01-05,동해 신재생 12호,인프라,KRW,집행,14,14
2024-01-05,한강 그로스 21호,사모벤처,EUR,집행,9,0.6
2024-01-09,영남 교통 6호,인프라,USD,분배,6,0.5
2024-01-09,호남 데이터센터 7호,인프라,USD,분배,6,0.5
2024-01-10,태백 세컨더리 16호,사모벤처,KRW,집행,6,6
2024-01-11,설악 바이아웃 1호,사모벤처,USD,분배,6,0.5
2024-01-11,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2024-01-11,서해 에너지 13호,인프라,KRW,집행,14,14
2024-01-12,남산 오피스 4호,부동산,KRW,분배,3,3
2024-01-15,동해 신재생 8호,인프라,KRW,분배,3,3
2024-01-15,백두 벤처 24호,사모벤처,USD,집행,7,0.5
2024-01-16,한라 메자닌 25호,사모벤처,KRW,약정,620,620
2024-01-17,지리 미드캡 19호,사모벤처,KRW,집행,7,7
2024-01-17,판교 코어플러스 10호,부동산,KRW,집행,5,5
2024-01-18,설악 바이아웃 8호,사모벤처,EUR,분배,17,1.2
2024-01-18,한라 메자닌 11호,사모벤처,KRW,집행,5,5
2024-01-19,영남 교통 14호,인프라,EUR,집행,8,0.6
2024-01-19,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,12,12
2024-01-21,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,13,13
2024-01-21,판교 코어플러스 10호,부동산,KRW,분배,5,5
2024-01-23,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2024-01-23,한라 메자닌 18호,사모벤처,USD,집행,12,0.9
2024-01-26,송도 리츠 11호,부동산,USD,분배,3,0.2
2024-01-26,백두 벤처 10호,사모벤처,KRW,집행,25,25
2024-01-26,송도 리츠 15호,부동산,KRW,집행,7,7
2024-01-27,지리 미드캡 12호,사모벤처,USD,집행,20,1.6
2024-02-03,영남 교통 2호,인프라,USD,분배,3,0.2
2024-02-03,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,10,10
2024-02-07,한라 메자닌 11호,사모벤처,KRW,집행,5,5
2024-02-08,남산 오피스 12호,부동산,USD,집행,15,1.2
2024-02-09,영남 교통 10호,인프라,KRW,집행,9,9
2024-02-09,판교 코어플러스 14호,부동산,USD,집행,8,0.6
2024-02-11,동해 신재생 8호,인프라,KRW,분배,3,3
2024-02-11,지리 미드캡 12호,사모벤처,USD,집행,8,0.6
2024-02-11,한강 그로스 21호,사모벤처,EUR,집행,14,1.0
2024-02-12,백두 벤처 17호,사모벤처,KRW,집행,16,16
2024-02-15,송도 리츠 11호,부동산,USD,분배,3,0.2
2024-02-17,지리 미드캡 26호,사모벤처,KRW,약정,440,440
2024-02-17,한강 그로스 14호,사모벤처,USD,집행,6,0.5
2024-02-21,송도 리츠 15호,부동산,KRW,집행,6,6
2024-02-22,영남 교통 6호,인프라,USD,분배,3,0.2
2024-02-22,해운대 물류 13호,부동산,EUR,집행,9,0.6
2024-02-23,태백 세컨더리 2호,사모벤처,KRW,분배,11,11
2024-02-23,남산 오피스 16호,부동산,EUR,약정,220,15.4
2024-02-23,영남 교통 14호,인프라,EUR,집행,6,0.4
2024-02-24,태백 세컨더리 16호,사모벤처,KRW,집행,5,5
2024-02-26,해운대 물류 9호,부동산,KRW,분배,3,3
2024-02-27,서해 에너지 9호,인프라,KRW,분배,4,4
2024-03-03,한라 메자닌 18호,사모벤처,USD,집행,20,1.5
2024-03-05,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2024-03-06,서해 에너지 9호,인프라,KRW,집행,14,14
2024-03-07,설악 바이아웃 15호,사모벤처,USD,집행,5,0.4
2024-03-07,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,9,9
2024-03-07,판교 코어플러스 14호,부동산,USD,집행,9,0.7
2024-03-08,백두 벤처 10호,사모벤처,KRW,분배,27,27
2024-03-09,설악 바이아웃 22호,사모벤처,USD,집행,34,2.6
2024-03-10,판교 코어플러스 10호,부동산,KRW,분배,3,3
2024-03-10,남산 오피스 16호,부동산,EUR,집행,11,0.8
2024-03-10,한강 그로스 14호,사모벤처,USD,집행,5,0.4
2024-03-10,한라 메자닌 25호,사모벤처,KRW,집행,27,27
2024-03-12,영남 교통 14호,인프라,EUR,집행,5,0.3
2024-03-13,송도 리츠 15호,부동산,KRW,집행,6,6
2024-03-14,서해 에너지 1호,인프라,EUR,분배,6,0.4
2024-03-15,한라 메자닌 11호,사모벤처,KRW,분배,24,24
2024-03-16,동해 신재생 12호,인프라,KRW,집행,14,14
2024-03-16,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2024-03-19,남산 오피스 12호,부동산,USD,집행,5,0.4
2024-03-19,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,11,0.8
2024-03-22,태백 세컨더리 23호,사모벤처,EUR,집행,47,3.2
2024-03-23,영남 교통 2호,인프라,USD,분배,3,0.2
2024-03-23,동해 신재생 8호,인프라,KRW,집행,7,7
2024-03-23,백두 벤처 10호,사모벤처,KRW,집행,5,5
2024-03-23,지리 미드캡 19호,사모벤처,KRW,집행,18,18
2024-03-23,지리 미드캡 26호,사모벤처,KRW,집행,9,9
2024-03-24,송도 리츠 11호,부동산,USD,집행,20,1.5
2024-03-27,설악 바이아웃 8호,사모벤처,EUR,분배,12,0.8
2024-04-04,동해 신재생 12호,인프라,KRW,집행,5,5
2024-04-04,한강 그로스 21호,사모벤처,EUR,집행,12,0.8
2024-04-07,지리 미드캡 12호,사모벤처,USD,분배,21,1.6
2024-04-08,백두 벤처 24호,사모벤처,USD,집행,31,2.4
2024-04-08,지리 미드캡 12호,사모벤처,USD,집행,16,1.2
2024-04-09,서해 에너지 13호,인프라,KRW,집행,20,20
2024-04-10,판교 코어플러스 10호,부동산,KRW,분배,4,4
2024-04-13,한강 그로스 14호,사모벤처,USD,분배,3,0.2
2024-04-13,영남 교통 14호,인프라,EUR,집행,7,0.5
2024-04-13,한라 메자닌 25호,사모벤처,KRW,집행,17,17
2024-04-18,백두 벤처 17호,사모벤처,KRW,집행,11,11
2024-04-18,해운대 물류 13호,부동산,EUR,집행,5,0.3
2024-04-19,호남 데이터센터 15호,인프라,EUR,약정,410,28.3
2024-04-20,지리 미드캡 19호,사모벤처,KRW,집행,7,7
2024-04-22,송도 리츠 15호,부동산,KRW,집행,6,6
2024-04-24,오대 스페셜시츄에이션 13호,사모벤처,USD,분배,9,0.7
2024-04-24,판교 코어플러스 14호,부동산,USD,집행,11,0.8
2024-04-25,한라 메자닌 4호,사모벤처,USD,분배,11,0.8
2024-04-26,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,15,15
2024-04-27,호남 데이터센터 11호,인프라,KRW,집행,37,37
2024-05-03,백두 벤처 3호,사모벤처,KRW,분배,14,14
2024-05-04,해운대 물류 9호,부동산,KRW,분배,3,3
2024-05-06,송도 리츠 11호,부동산,USD,분배,3,0.2
2024-05-06,판교 코어플러스 10호,부동산,KRW,분배,3,3
2024-05-07,송도 리츠 3호,부동산,KRW,분배,3,3
2024-05-07,해운대 물류 17호,부동산,KRW,약정,310,310
2024-05-08,동해 신재생 8호,인프라,KRW,분배,3,3
2024-05-08,한라 메자닌 11호,사모벤처,KRW,집행,14,14
2024-05-09,설악 바이아웃 1호,사모벤처,USD,분배,3,0.2
2024-05-09,태백 세컨더리 16호,사모벤처,KRW,집행,14,14
2024-05-10,호남 데이터센터 15호,인프라,EUR,집행,8,0.6
2024-05-12,판교 코어플러스 2호,부동산,USD,분배,5,0.4
2024-05-14,한강 그로스 21호,사모벤처,EUR,집행,15,1.0
2024-05-15,남산 오피스 8호,부동산,EUR,분배,3,0.2
2024-05-15,설악 바이아웃 22호,사모벤처,USD,집행,19,1.4
2024-05-15,판교 코어플러스 14호,부동산,USD,집행,8,0.6
2024-05-16,영남 교통 14호,인프라,EUR,집행,7,0.5
2024-05-17,서해 에너지 13호,인프라,KRW,집행,9,9
2024-05-18,송도 리츠 15호,부동산,KRW,집행,6,6
2024-05-18,해운대 물류 13호,부동산,EUR,집행,7,0.5
2024-05-19,서해 에너지 9호,인프라,KRW,집행,8,8
2024-05-19,태백 세컨더리 23호,사모벤처,EUR,집행,19,1.3
2024-05-20,설악 바이아웃 8호,사모벤처,EUR,분배,9,0.6
2024-05-20,동해 신재생 16호,인프라,KRW,약정,330,330
2024-05-20,백두 벤처 17호,사모벤처,KRW,집행,5,5
2024-05-22,호남 데이터센터 7호,인프라,USD,분배,3,0.2
2024-05-22,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,14,14
2024-05-22,한라 메자닌 25호,사모벤처,KRW,집행,18,18
2024-05-23,백두 벤처 24호,사모벤처,USD,집행,12,0.9
2024-05-23,지리 미드캡 12호,사모벤처,USD,집행,5,0.4
2024-05-25,오대 스페셜시츄에이션 13호,사모벤처,USD,집행,11,0.8
2024-05-26,한라 메자닌 18호,사모벤처,USD,집행,11,0.8
2024-06-03,백두 벤처 10호,사모벤처,KRW,분배,27,27
2024-06-03,서해 에너지 13호,인프라,KRW,집행,5,5
2024-06-04,백두 벤처 24호,사모벤처,USD,집행,9,0.7
2024-06-08,동해 신재생 4호,인프라,USD,분배,3,0.2
2024-06-09,태백 세컨더리 2호,사모벤처,KRW,분배,14,14
2024-06-10,호남 데이터센터 7호,인프라,USD,분배,3,0.2
2024-06-10,남산 오피스 16호,부동산,EUR,집행,32,2.3
2024-06-11,판교 코어플러스 14호,부동산,USD,집행,7,0.5
2024-06-12,지리 미드캡 26호,사모벤처,KRW,집행,36,36
2024-06-13,서해 에너지 9호,인프라,KRW,분배,4,4
2024-06-14,영남 교통 6호,인프라,USD,분배,4,0.3
2024-06-15,해운대 물류 9호,부동산,KRW,분배,4,4
2024-06-15,호남 데이터센터 11호,인프라,KRW,분배,5,5
2024-06-15,한강 그로스 21호,사모벤처,EUR,집행,10,0.7
2024-06-18,해운대 물류 17호,부동산,KRW,집행,12,12
2024-06-20,동해 신재생 12호,인프라,KRW,집행,8,8
2024-06-20,호남 데이터센터 11호,인프라,KRW,집행,15,15
2024-06-22,해운대 물류 1호,부동산,KRW,분배,4,4
2024-06-22,지리 미드캡 19호,사모벤처,KRW,집행,20,20
2024-06-22,해운대 물류 13호,부동산,EUR,집행,7,0.5
2024-06-23,한강 그로스 14호,사모벤처,USD,분배,6,0.4
2024-06-23,송도 리츠 15호,부동산,KRW,집행,5,5
2024-06-24,한강 그로스 7호,사모벤처,KRW,분배,11,11
2024-06-24,한라 메자닌 18호,사모벤처,USD,집행,5,0.4
2024-06-24,호남 데이터센터 15호,인프라,EUR,집행,9,0.6
2024-06-25,판교 코어플러스 10호,부동산,KRW,분배,5,5
2024-06-25,영남 교통 14호,인프라,EUR,집행,8,0.6
2024-06-27,설악 바이아웃 8호,사모벤처,EUR,분배,6,0.4
2024-06-27,동해 신재생 16호,인프라,KRW,집행,7,7
2024-07-03,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,6,6
2024-07-05,남산 오피스 12호,부동산,USD,분배,3,0.2
2024-07-06,서해 에너지 1호,인프라,EUR,분배,3,0.2
2024-07-06,한라 메자닌 4호,사모벤처,USD,분배,7,0.5
2024-07-06,한강 그로스 14호,사모벤처,USD,집행,11,0.8
2024-07-06,해운대 물류 13호,부동산,EUR,집행,6,0.4
2024-07-07,판교 코어플러스 2호,부동산,USD,분배,4,0.3
2024-07-07,해운대 물류 17호,부동산,KRW,집행,10,10
2024-07-09,설악 바이아웃 8호,사모벤처,EUR,분배,13,0.9
2024-07-09,지리 미드캡 12호,사모벤처,USD,분배,8,0.6
2024-07-10,백두 벤처 17호,사모벤처,KRW,집행,15,15
2024-07-11,서해 에너지 9호,인프라,KRW,분배,5,5
2024-07-12,태백 세컨더리 23호,사모벤처,EUR,집행,26,1.8
2024-07-13,한강 그로스 7호,사모벤처,KRW,분배,20,20
2024-07-13,한강 그로스 21호,사모벤처,EUR,집행,15,1.0
2024-07-14,남산 오피스 12호,부동산,USD,집행,31,2.3
2024-07-16,영남 교통 14호,인프라,EUR,집행,6,0.4
2024-07-17,남산 오피스 8호,부동산,EUR,분배,3,0.2
2024-07-17,판교 코어플러스 10호,부동산,KRW,분배,4,4
2024-07-19,판교 코어플러스 6호,부동산,KRW,분배,3,3
2024-07-19,한라 메자닌 18호,사모벤처,USD,집행,6,0.4
2024-07-20,지리 미드캡 26호,사모벤처,KRW,집행,11,11
2024-07-21,태백 세컨더리 9호,사모벤처,KRW,분배,8,8
2024-07-21,동해 신재생 16호,인프라,KRW,집행,6,6
2024-07-21,오대 스페셜시츄에이션 20호,사모벤처,KRW,집행,26,26
2024-07-22,한강 그로스 14호,사모벤처,USD,분배,10,0.7
2024-07-22,호남 데이터센터 11호,인프라,KRW,집행,6,6
2024-07-23,영남 교통 6호,인프라,USD,분배,7,0.5
2024-07-24,백두 벤처 24호,사모벤처,USD,집행,9,0.7
2024-07-25,태백 세컨더리 16호,사모벤처,KRW,집행,12,12
2024-07-26,송도 리츠 15호,부동산,KRW,집행,5,5
2024-07-26,판교 코어플러스 14호,부동산,USD,집행,6,0.4
2024-07-27,한라 메자닌 11호,사모벤처,KRW,분배,21,21
2024-07-27,설악 바이아웃 15호,사모벤처,USD,집행,7,0.5
2024-07-27,한라 메자닌 25호,사모벤처,KRW,집행,32,32
2024-08-03,송도 리츠 11호,부동산,USD,분배,3,0.2
2024-08-03,지리 미드캡 5호,사모벤처,KRW,분배,14,14
2024-08-03,남산 오피스 16호,부동산,EUR,집행,21,1.5
2024-08-04,영남 교통 2호,인프라,USD,분배,3,0.2
2024-08-04,서해 에너지 13호,인프라,KRW,집행,12,12
2024-08-04,설악 바이아웃 22호,사모벤처,USD,집행,27,2.0
2024-08-06,한라 메자닌 18호,사모벤처,USD,집행,6,0.5
2024-08-10,해운대 물류 9호,부동산,KRW,분배,3,3
2024-08-12,태백 세컨더리 23호,사모벤처,EUR,집행,13,0.9
2024-08-12,해운대 물류 17호,부동산,KRW,집행,14,14
2024-08-16,남산 오피스 8호,부동산,EUR,분배,4,0.3
2024-08-16,백두 벤처 17호,사모벤처,KRW,분배,12,12
2024-08-16,설악 바이아웃 15호,사모벤처,USD,분배,6,0.5
2024-08-16,설악 바이아웃 1호,사모벤처,USD,분배,3,0.2
2024-08-16,서해 에너지 9호,인프라,KRW,집행,6,6
2024-08-16,지리 미드캡 19호,사모벤처,KRW,집행,15,15
2024-08-18,영남 교통 6호,인프라,USD,분배,6,0.5
2024-08-18,판교 코어플러스 14호,부동산,USD,분배,3,0.2
2024-08-18,동해 신재생 8호,인프라,KRW,집행,13,13
2024-08-18,백두 벤처 17호,사모벤처,KRW,집행,7,7
2024-08-18,한라 메자닌 25호,사모벤처,KRW,집행,12,12
2024-08-19,태백 세컨더리 16호,사모벤처,KRW,집행,5,5
2024-08-20,서해 에너지 9호,인프라,KRW,분배,3,3
2024-08-20,호남 데이터센터 15호,인프라,EUR,집행,25,1.8
2024-08-21,태백 세컨더리 16호,사모벤처,KRW,분배,9,9
2024-08-21,동해 신재생 16호,인프라,KRW,집행,8,8
2024-08-21,영남 교통 14호,인프라,EUR,집행,8,0.6
2024-08-26,남산 오피스 12호,부동산,USD,분배,4,0.3
2024-08-26,호남 데이터센터 11호,인프라,KRW,분배,8,8
2024-08-27,지리 미드캡 26호,사모벤처,KRW,집행,9,9
2024-09-04,동해 신재생 8호,인프라,KRW,분배,3,3
2024-09-04,한강 그로스 21호,사모벤처,EUR,집행,25,1.8
2024-09-05,서해 에너지 13호,인프라,KRW,집행,8,8
2024-09-05,한라 메자닌 18호,사모벤처,USD,집행,5,0.4
2024-09-06,한라 메자닌 4호,사모벤처,USD,분배,16,1.2
2024-09-09,지리 미드캡 5호,사모벤처,KRW,분배,8,8
2024-09-09,설악 바이아웃 22호,사모벤처,USD,집행,12,0.9
2024-09-10,지리 미드캡 19호,사모벤처,KRW,집행,8,8
2024-09-12,한강 그로스 14호,사모벤처,USD,집행,8,0.6
2024-09-12,한라 메자닌 25호,사모벤처,KRW,집행,11,11
2024-09-14,서해 에너지 9호,인프라,KRW,분배,3,3
2024-09-14,남산 오피스 12호,부동산,USD,집행,13,1.0
2024-09-18,백두 벤처 24호,사모벤처,USD,집행,22,1.7
2024-09-19,지리 미드캡 12호,사모벤처,USD,분배,20,1.5
2024-09-20,태백 세컨더리 16호,사모벤처,KRW,분배,8,8
2024-09-20,판교 코어플러스 10호,부동산,KRW,분배,3,3
2024-09-20,태백 세컨더리 16호,사모벤처,KRW,집행,5,5
2024-09-21,해운대 물류 17호,부동산,KRW,집행,16,16
2024-09-22,백두 벤처 10호,사모벤처,KRW,분배,21,21
2024-09-22,서해 에너지 1호,인프라,EUR,분배,4,0.3
2024-09-22,동해 신재생 16호,인프라,KRW,집행,8,8
2024-09-22,판교 코어플러스 14호,부동산,USD,집행,15,1.1
2024-09-23,해운대 물류 9호,부동산,KRW,분배,3,3
2024-09-23,영남 교통 14호,인프라,EUR,집행,6,0.4
2024-09-24,남산 오피스 8호,부동산,EUR,분배,4,0.3
2024-09-24,지리 미드캡 26호,사모벤처,KRW,집행,8,8
2024-09-24,호남 데이터센터 15호,인프라,EUR,집행,13,0.9
2024-09-25,호남 데이터센터 7호,인프라,USD,분배,4,0.3
2024-09-26,한라 메자닌 11호,사모벤처,KRW,분배,18,18
2024-09-27,남산 오피스 16호,부동산,EUR,집행,12,0.9
2024-10-03,송도 리츠 11호,부동산,USD,분배,3,0.2
2024-10-05,오대 스페셜시츄에이션 6호,사모벤처,KRW,분배,12,12
2024-10-05,백두 벤처 17호,사모벤처,KRW,집행,15,15
2024-10-05,영남 교통 10호,인프라,KRW,집행,8,8
2024-10-09,송도 리츠 3호,부동산,KRW,분배,4,4
2024-10-11,서해 에너지 9호,인프라,KRW,분배,4,4
2024-10-11,한강 그로스 7호,사모벤처,KRW,분배,21,21
2024-10-11,영남 교통 14호,인프라,EUR,집행,7,0.5
2024-10-12,판교 코어플러스 2호,부동산,USD,분배,3,0.2
2024-10-12,태백 세컨더리 23호,사모벤처,EUR,집행,26,1.8
2024-10-13,판교 코어플러스 14호,부동산,USD,집행,6,0.5
2024-10-13,해운대 물류 17호,부동산,KRW,집행,15,15
2024-10-14,백두 벤처 17호,사모벤처,KRW,분배,16,16
2024-10-14,태백 세컨더리 16호,사모벤처,KRW,집행,5,5
2024-10-15,해운대 물류 13호,부동산,EUR,집행,16,1.1
2024-10-16,한강 그로스 14호,사모벤처,USD,분배,12,0.9
2024-10-17,동해 신재생 8호,인프라,KRW,분배,4,4
2024-10-17,남산 오피스 16호,부동산,EUR,집행,8,0.6
2024-10-17,백두 벤처 24호,사모벤처,USD,집행,11,0.8
2024-10-18,한라 메자닌 11호,사모벤처,KRW,분배,10,10
2024-10-19,서해 에너지 13호,인프라,KRW,집행,8,8
2024-10-20,한강 그로스 21호,사모벤처,EUR,집행,9,0.6
2024-10-21,송도 리츠 15호,부동산,KRW,집행,9,9
2024-10-21,한라 메자닌 18호,사모벤처,USD,집행,5,0.4
